NAME,GVKEY,YEAR,name,ein
ADVANCED PHOTONIX,23616,2002,ADVANCED PHOTONIX INC  -CL A,33-0325826
CHARTER BANCSHARES INC ,23625,1995,CHARTER BANCSHARES INC,74-1967164
TEJAS POWER CORP ,23779,1995,TPC CORP  -CL A,76-0091595
TEJAS POWER CORP ,23779,1996,TPC CORP  -CL A,76-0091595
TEJAS POWER CORP ,23779,1997,TPC CORP  -CL A,76-0091595
REGENERON PHARMACEUTICALS INC ,23812,1995,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,1996,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,1997,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,1998,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,1999,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,2000,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,2001,REGENERON PHARMACEUTICALS,13-3444607
REGENERON PHARMACEUTICALS INC ,23812,2002,REGENERON PHARMACEUTICALS,13-3444607
AU BON PAIN CO INC ,24113,1995,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,1996,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,1997,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,1998,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,1999,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,2000,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,2001,PANERA BREAD CO,04-2723701
AU BON PAIN CO INC ,24113,2002,PANERA BREAD CO,04-2723701
QUAL MED INC ,24166,1995,QUAL-MED INC/DE,84-1175468
QUAL MED INC ,24166,1996,QUAL-MED INC/DE,84-1175468
QUAL MED INC ,24166,1997,QUAL-MED INC/DE,84-1175468
QUAL MED INC ,24166,1998,QUAL-MED INC/DE,84-1175468
QUAL MED INC ,24166,1999,QUAL-MED INC/DE,84-1175468
QUAL MED INC ,24166,2000,QUAL-MED INC/DE,84-1175468
ENQUIRER STAR GROUP INC ,24317,1995,AMERICAN MEDIA INC  -CL A,65-0203383
ENQUIRER STAR GROUP INC ,24317,1996,AMERICAN MEDIA INC  -CL A,65-0203383
ENQUIRER STAR GROUP INC ,24317,1997,AMERICAN MEDIA INC  -CL A,65-0203383
ENQUIRER STAR GROUP INC ,24317,1998,AMERICAN MEDIA INC  -CL A,65-0203383
ENQUIRER STAR GROUP INC ,24317,1999,AMERICAN MEDIA INC  -CL A,65-0203383
X L CAPITAL LTD ,24318,1999,XL GROUP LTD,98-1304974
X L CAPITAL LTD ,24318,2000,XL GROUP LTD,98-1304974
ZEBRA TECHNOLOGIES CORP ,24405,1995,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,1996,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,1997,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,1998,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,1999,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,2000,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,2001,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
ZEBRA TECHNOLOGIES CORP ,24405,2002,ZEBRA TECHNOLOGIES CP  -CL A,36-2675536
SISKON GOLD CORP ,24427,1995,SISKON GOLD CORP  -CL A,68-0254824
SISKON GOLD CORP ,24427,1996,SISKON GOLD CORP  -CL A,68-0254824
SISKON GOLD CORP ,24427,1997,SISKON GOLD CORP  -CL A,68-0254824
EZCORP INC ,24430,1995,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,1996,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,1997,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,1998,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,1999,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,2000,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,2001,EZCORP INC  -CL A,74-2540145
EZCORP INC ,24430,2002,EZCORP INC  -CL A,74-2540145
BON TON STORES INC ,24483,1995,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,1996,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,1997,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,1998,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,1999,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,2000,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,2001,BON-TON STORES INC,23-2835229
BON TON STORES INC ,24483,2002,BON-TON STORES INC,23-2835229
HOLOPAK TECHNOLOGIES INC ,24493,1995,HOLOPAK TECHNOLOGIES,51-0323272
HOLOPAK TECHNOLOGIES INC ,24493,1996,HOLOPAK TECHNOLOGIES,51-0323272
HOLOPAK TECHNOLOGIES INC ,24493,1997,HOLOPAK TECHNOLOGIES,51-0323272
HOLOPAK TECHNOLOGIES INC ,24493,1998,HOLOPAK TECHNOLOGIES,51-0323272
MOBLEY ENVIRONMENTAL SVCS INC ,24499,1995,MOBLEY ENVIRNMTL SVCS  -CL A,75-2242963
MOBLEY ENVIRONMENTAL SVCS INC ,24499,1996,MOBLEY ENVIRNMTL SVCS  -CL A,75-2242963
MOBLEY ENVIRONMENTAL SVCS INC ,24499,1997,MOBLEY ENVIRNMTL SVCS  -CL A,75-2242963
MOBLEY ENVIRONMENTAL SVCS INC ,24499,1998,MOBLEY ENVIRNMTL SVCS  -CL A,75-2242963
MOBLEY ENVIRONMENTAL SVCS INC ,24499,1999,MOBLEY ENVIRNMTL SVCS  -CL A,75-2242963
STEWART ENTERPRISES INC ,24538,1995,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,1996,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,1997,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,1998,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,1999,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,2000,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,2001,STEWART ENTERPRISES  -CL A,72-0693290
STEWART ENTERPRISES INC ,24538,2002,STEWART ENTERPRISES  -CL A,72-0693290
PRESLEY COS DEL ,24544,1997,WILLIAM LYON HOMES,33-0864902
PRESLEY COS DEL ,24544,1998,WILLIAM LYON HOMES,33-0864902
PRESLEY COS DEL ,24544,1999,WILLIAM LYON HOMES,33-0864902
GAYLORD ENTERTAINMENT CO ,24620,1995,RYMAN HOSPITALITY PPTYS INC,73-0664379
GAYLORD ENTERTAINMENT CO ,24620,1996,RYMAN HOSPITALITY PPTYS INC,73-0664379
GAYLORD ENTERTAINMENT CO ,24620,1997,RYMAN HOSPITALITY PPTYS INC,73-0664379
BET HOLDINGS INC ,24640,1995,BET HOLDINGS INC  -CL A,52-1742995
BET HOLDINGS INC ,24640,1996,BET HOLDINGS INC  -CL A,52-1742995
BET HOLDINGS INC ,24640,1997,BET HOLDINGS INC  -CL A,52-1742995
BET HOLDINGS INC ,24640,1998,BET HOLDINGS INC  -CL A,52-1742995
MARQUETTE ELECTRONICS INC ,24651,1995,MARQUETTE MEDICAL SYS,39-1046671
MARQUETTE ELECTRONICS INC ,24651,1996,MARQUETTE MEDICAL SYS,39-1046671
BRADLEY PHARMACEUTICALS INC ,24689,1995,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,1996,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,1997,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,1998,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,1999,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,2000,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,2001,BRADLEY PHARMACEUTICL  -CL A,22-2581418
BRADLEY PHARMACEUTICALS INC ,24689,2002,BRADLEY PHARMACEUTICL  -CL A,22-2581418
CENTURY CELLULAR CORP ,24747,1995,CENTENNIAL COMMUN CP  -CL A,06-1242753
CENTURY CELLULAR CORP ,24747,1996,CENTENNIAL COMMUN CP  -CL A,06-1242753
CENTURY CELLULAR CORP ,24747,1997,CENTENNIAL COMMUN CP  -CL A,06-1242753
CENTURY CELLULAR CORP ,24747,1998,CENTENNIAL COMMUN CP  -CL A,06-1242753
SANFILIPPO JOHN B & SON ,24755,1995,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,1996,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,1997,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,1998,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,1999,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,2000,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,2001,SANFILIPPO JOHN B&SON,36-2419677
SANFILIPPO JOHN B & SON ,24755,2002,SANFILIPPO JOHN B&SON,36-2419677
GRANITE BROADCASTING CORP ,24840,1995,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,1996,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,1997,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,1998,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,1999,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,2000,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,2001,GRANITE BROADCASTING,13-3458782
GRANITE BROADCASTING CORP ,24840,2002,GRANITE BROADCASTING,13-3458782
FLEET CALL INC ,24870,1996,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,1997,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,1998,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,1999,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,2000,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,2001,NEXTEL COMMUNICATIONS INC,36-3939651
FLEET CALL INC ,24870,2002,NEXTEL COMMUNICATIONS INC,36-3939651
MEADOWBROOK REHAB GROUP INC ,24923,1995,TELYNX INC,94-3022377
MEADOWBROOK REHAB GROUP INC ,24923,1996,TELYNX INC,94-3022377
MEADOWBROOK REHAB GROUP INC ,24923,1997,TELYNX INC,94-3022377
MEADOWBROOK REHAB GROUP INC ,24923,1998,TELYNX INC,94-3022377
AMERICAN BUSINESS INFO INC ,24934,1998,INFOGROUP INC,47-0751545
AMERICAN BUSINESS INFO INC ,24934,1999,INFOGROUP INC,47-0751545
NUTRITION MANAGEMENT SERVICES CO ,24945,1995,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,1996,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,1997,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,1998,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,1999,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,2000,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,2001,NUTRITION MGMT SVCS  -CL A,23-2095332
NUTRITION MANAGEMENT SERVICES CO ,24945,2002,NUTRITION MGMT SVCS  -CL A,23-2095332
TREMONT ADVISERS INC ,25002,1995,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,1996,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,1997,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,1998,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,1999,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,2000,TREMONT ADVISERS INC  -CL A,06-1210532
TREMONT ADVISERS INC ,25002,2001,TREMONT ADVISERS INC  -CL A,06-1210532
APPLIED LASER SYSTEMS ,25004,1995,ADV MACHINE VISION CORP-CL A,33-0256103
APPLIED LASER SYSTEMS ,25004,1996,ADV MACHINE VISION CORP-CL A,33-0256103
APPLIED LASER SYSTEMS ,25004,1997,ADV MACHINE VISION CORP-CL A,33-0256103
APPLIED LASER SYSTEMS ,25004,1998,ADV MACHINE VISION CORP-CL A,33-0256103
APPLIED LASER SYSTEMS ,25004,1999,ADV MACHINE VISION CORP-CL A,33-0256103
APPLIED LASER SYSTEMS ,25004,2000,ADV MACHINE VISION CORP-CL A,33-0256103
PREMIERE RADIO NETWORKS INC ,25205,1996,PREMIERE RADIO NETWKS,95-4083971
PREMIERE RADIO NETWORKS INC ,25205,1997,PREMIERE RADIO NETWKS,95-4083971
INTERNATIONAL FAMILY ENTMT INC ,25207,1995,INTL FAMILY ENTERTAIN  -CL B,54-1522360
INTERNATIONAL FAMILY ENTMT INC ,25207,1996,INTL FAMILY ENTERTAIN  -CL B,54-1522360
INTERNATIONAL FAMILY ENTMT INC ,25207,1997,INTL FAMILY ENTERTAIN  -CL B,54-1522360
LIDA INC,25217,1995,,.
NUVEEN JOHN CO ,25296,1996,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,1997,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,1998,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,1999,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,2000,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,2001,NUVEEN INVESTMENTS INC,36-3817266
NUVEEN JOHN CO ,25296,2002,NUVEEN INVESTMENTS INC,36-3817266
EXPRESS SCRIPTS INC ,25356,1995,EXPRESS SCRIPTS HOLDING CO,45-2884094
EXPRESS SCRIPTS INC ,25356,1996,EXPRESS SCRIPTS HOLDING CO,45-2884094
EXPRESS SCRIPTS INC ,25356,1997,EXPRESS SCRIPTS HOLDING CO,45-2884094
EXPRESS SCRIPTS INC ,25356,1998,EXPRESS SCRIPTS HOLDING CO,45-2884094
EXPRESS SCRIPTS INC ,25356,1999,EXPRESS SCRIPTS HOLDING CO,45-2884094
EXPRESS SCRIPTS INC ,25356,2000,EXPRESS SCRIPTS HOLDING CO,45-2884094
FINISH LINE INC ,25357,1995,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,1996,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,1997,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,1998,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,1999,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,2000,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,2001,FINISH LINE INC  -CL A,35-1537210
FINISH LINE INC ,25357,2002,FINISH LINE INC  -CL A,35-1537210
TRIDENT NGL HOLDING INC ,25495,2000,DYNEGY INC,20-5653152
TRIDENT NGL HOLDING INC ,25495,2001,DYNEGY INC,20-5653152
TRIDENT NGL HOLDING INC ,25495,2002,DYNEGY INC,20-5653152
CENTRAL GARDEN & PET CO ,25536,1995,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,1996,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,1997,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,1998,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,1999,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,2000,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,2001,CENTRAL GARDEN & PET CO,68-0275553
CENTRAL GARDEN & PET CO ,25536,2002,CENTRAL GARDEN & PET CO,68-0275553
AMPEX INC ,25554,1995,AMPEX CORP/DE  -CL A,13-3667696
AMPEX INC ,25554,1996,AMPEX CORP/DE  -CL A,13-3667696
PRECISION SYSTEMS INC ,25619,1995,PRECISION SYSTEMS INC,41-1425909
PRECISION SYSTEMS INC ,25619,1996,PRECISION SYSTEMS INC,41-1425909
INTEGRATED PROCESS EQUIPMENT CP ,25662,1995,INTEGRATED PROCESS EQ,77-0296222
INTEGRATED PROCESS EQUIPMENT CP ,25662,1996,INTEGRATED PROCESS EQ,77-0296222
INTEGRATED PROCESS EQUIPMENT CP ,25662,1997,INTEGRATED PROCESS EQ,77-0296222
INTEGRATED PROCESS EQUIPMENT CP ,25662,1998,INTEGRATED PROCESS EQ,77-0296222
SPORTMART INC ,25785,1995,SPORTMART INC  -CL A,36-2702213
SPORTMART INC ,25785,1996,SPORTMART INC  -CL A,36-2702213
SPORTMART INC ,25785,1997,SPORTMART INC  -CL A,36-2702213
PMA CAPITAL CORP ,25823,1998,PMA CAPITAL CORP,23-2217932
PMA CAPITAL CORP ,25823,1999,PMA CAPITAL CORP,23-2217932
PMA CAPITAL CORP ,25823,2000,PMA CAPITAL CORP,23-2217932
KEMET CORP ,25848,1995,KEMET CORP,57-0923789
KEMET CORP ,25848,1996,KEMET CORP,57-0923789
KEMET CORP ,25848,1997,KEMET CORP,57-0923789
KEMET CORP ,25848,1998,KEMET CORP,57-0923789
KEMET CORP ,25848,1999,KEMET CORP,57-0923789
Hayes Lemmerz ,26019,1998,HAYES LEMMERZ INTL INC,32-0072578
Hayes Lemmerz ,26019,1999,HAYES LEMMERZ INTL INC,32-0072578
Hayes Lemmerz ,26019,2000,HAYES LEMMERZ INTL INC,32-0072578
SILVER KING COMMUNICATIONS INC ,26061,1998,MATCH GROUP INC,59-2712887
SILVER KING COMMUNICATIONS INC ,26061,1999,MATCH GROUP INC,59-2712887
SILVER KING COMMUNICATIONS INC ,26061,2000,MATCH GROUP INC,59-2712887
SILVER KING COMMUNICATIONS INC ,26061,2001,MATCH GROUP INC,59-2712887
SILVER KING COMMUNICATIONS INC ,26061,2002,MATCH GROUP INC,59-2712887
PHYSICIANS HEALTH SVCS INC ,26933,1995,PHYSICIANS HEALTH SVC  -CL A,06-1116976
PHYSICIANS HEALTH SVCS INC ,26933,1996,PHYSICIANS HEALTH SVC  -CL A,06-1116976
PHYSICIANS HEALTH SVCS INC ,26933,1997,PHYSICIANS HEALTH SVC  -CL A,06-1116976
WELLPOINT HEALTH NETWORKS,27766,1995,WELLPOINT HEALTH NETWRKS INC,95-4635504
SAGA COMMUNICATIONS INC ,27790,1995,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,1996,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,1997,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,1998,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,1999,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,2000,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,2001,SAGA COMMUNICATIONS INC,38-3042953
SAGA COMMUNICATIONS INC ,27790,2002,SAGA COMMUNICATIONS INC,38-3042953
MAGNA LAB INC ,28009,1995,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,1996,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,1997,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,1998,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,1999,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,2000,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,2001,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
MAGNA LAB INC ,28009,2002,YUBO INTERNATNAL BIOTEC -OLD,11-3074326
ENVIROTEST SYSTEMS CORP ,28026,1995,ENVIROTEST SYSTEMS CP  -CL A,06-0914220
ENVIROTEST SYSTEMS CORP ,28026,1996,ENVIROTEST SYSTEMS CP  -CL A,06-0914220
ENVIROTEST SYSTEMS CORP ,28026,1998,ENVIROTEST SYSTEMS CP  -CL A,06-0914220
EVERGREEN MEDIA CORP ,28250,1996,AMFM INC,75-2247099
EVERGREEN MEDIA CORP ,28250,1997,AMFM INC,75-2247099
HARRYS FARMERS MARKET INC ,28287,1995,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,1996,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,1997,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,1998,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,1999,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,2000,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,2001,HURRY INC  -CL A,58-2037452
HARRYS FARMERS MARKET INC ,28287,2002,HURRY INC  -CL A,58-2037452
AMERICAN SAFETY RAZOR CO ,28389,1995,AMERICAN SAFETY RAZOR,54-1050207
ROBERT MONDAVI CORP THE ,28403,1995,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,1996,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,1997,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,1998,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,1999,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,2000,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,2001,MONDAVI ROBERT CORP  -CL A,94-2765451
ROBERT MONDAVI CORP THE ,28403,2002,MONDAVI ROBERT CORP  -CL A,94-2765451
SARATOGA SPRING WATER CO ,28489,1995,SARATOGA BEVERAGE GP  -CL A,14-1749554
SARATOGA SPRING WATER CO ,28489,1996,SARATOGA BEVERAGE GP  -CL A,14-1749554
SARATOGA SPRING WATER CO ,28489,1997,SARATOGA BEVERAGE GP  -CL A,14-1749554
SARATOGA SPRING WATER CO ,28489,1998,SARATOGA BEVERAGE GP  -CL A,14-1749554
SARATOGA SPRING WATER CO ,28489,1999,SARATOGA BEVERAGE GP  -CL A,14-1749554
SARATOGA SPRING WATER CO ,28489,2000,SARATOGA BEVERAGE GP  -CL A,14-1749554
HUNTCO INC ,28528,1995,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,1996,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,1997,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,1998,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,1999,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,2000,HUNTCO INC  -CL A,43-1643751
HUNTCO INC ,28528,2001,HUNTCO INC  -CL A,43-1643751
TELEPAD CORP ,28611,1995,DIGITAL PRIVACY INC  -CL A,52-1680936
TELEPAD CORP ,28611,1996,DIGITAL PRIVACY INC  -CL A,52-1680936
TELEPAD CORP ,28611,1997,DIGITAL PRIVACY INC  -CL A,52-1680936
MORGAN GROUP INC ,28632,1995,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,1997,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,1998,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,1999,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,2000,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,2001,MORGAN GROUP INC  -CL A,22-2902315
MORGAN GROUP INC ,28632,2002,MORGAN GROUP INC  -CL A,22-2902315
MULTI MARKET RADIO INC ,28633,1995,MULTI-MKT RADIO INC  -CL A,13-3707697
MULTI MARKET RADIO INC ,28633,1996,MULTI-MKT RADIO INC  -CL A,13-3707697
UNITED INTERNATIONAL HLDGS INC ,28637,1995,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,1996,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,1997,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,1998,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,1999,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,2000,UNITEDGLOBALCOM INC  -CL A,84-1602895
UNITED INTERNATIONAL HLDGS INC ,28637,2001,UNITEDGLOBALCOM INC  -CL A,84-1602895
EZ COMMUNICATIONS INC ,28731,1995,EZ COMMUNICATIONS INC  -CL A,54-0829355
EZ COMMUNICATIONS INC ,28731,1996,EZ COMMUNICATIONS INC  -CL A,54-0829355
WELLCARE MANAGEMENT GR INC THE ,28739,1995,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,1996,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,1997,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,1998,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,1999,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,2000,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,2001,WELLCARE MGMT GROUP,14-1647239
WELLCARE MANAGEMENT GR INC THE ,28739,2002,WELLCARE MGMT GROUP,14-1647239
Borg-Warner ,28742,1996,BORGWARNER INC,13-3404508
Borg-Warner ,28742,1997,BORGWARNER INC,13-3404508
Borg-Warner ,28742,1998,BORGWARNER INC,13-3404508
THOMAS GROUP INC ,28770,1995,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,1996,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,1997,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,1998,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,1999,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,2000,THOMAS GROUP INC,72-0843540
THOMAS GROUP INC ,28770,2001,THOMAS GROUP INC,72-0843540
